DOI,Sample_ID,Subsample_ID,Macro or Micro,River Name,CITY,STATE,Latitude,Longitude,"Source (soil, water, etc.)",Watershed Name,Land Use Type,Nearest Steamgage,Streamgage Site,Season of Collection,Year of Collection,Date of collection,Time of collection,Concentration,Concentration_Units,Amount of Sample Collected,Number of Particles Found,Material,Color,Reported Size,Evaluated Size Range (smallest filter size),Evaluated Size Range Units,Morphology,Comment,Standardized Data in ppm3,Spatial File Name,PRECIP,BSLDEM30M,DRNAREA,LC01DEV/LC11DEV,50-percent AEP flood
doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,44.989102,-111.19882,Surface water,,,10256,103087885,,,September 2015- June 2017,,1.5,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1500,GR_Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013.kml,41.7,38.3,5.1,0,42.8
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,11.5,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,11500,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,2.4,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2400,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,1.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1200,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,3.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,3600,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,2.4,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2400,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.114231,-111.245527,Surface water,,,10256,103087885,,,September 2015- June 2017,,1.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1600,GR_Cinnamon_1B|doi.org/10.1016/j.watres.2018.10.013.kml,29.55,37.9,1.2,0,13.4
doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin Tributary,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0.8,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,800,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,1.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1200,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,2.5,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2500,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,1.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1200,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,2.4,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2400,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,1.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1600,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.593835,-106.106932,Surface water,,,10956,6879100,,,September 2015- June 2017,,2.4,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2400,GR_Daily_Creek_4A|doi.org/10.1016/j.watres.2018.10.013.kml,14.65,17.7,29,0,31.1
doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.8,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,800,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.7,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,700,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.8,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,800,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,0,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,1.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1200,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,0.6,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,600,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,1.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,1200,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Logan_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,48.347925,-114.657608,Surface water,,,17993,5429118,,,September 2015- June 2017,,3.1,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,3100,GR_Daily_Creek_6A|doi.org/10.1016/j.watres.2018.10.013.kml,25.19,25.2,34.7,0,110
doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.590221,-111.206995,Surface water,,,10266,11453580,,,September 2015- June 2017,,2.3,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,2300,GR_Gallatin_Gateway_1B|doi.org/10.1016/j.watres.2018.10.013.kml,27.98,24.1,24.4,2,139
doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,Microplastics,Gallatin River,"Southwest Montana, USA",,45.590221,-111.206995,Surface water,,,10266,11453580,,,September 2015- June 2017,,4.2,particles/L,,,semi-synthetic cellulose 30%; PVA 2%; polypropylene 4%; polyester 20%; polyamide 4%; poly(vinylidene fluorine) 2%; poly(trimellitamideimide) 2%; PET 13%; neoprene 2%; cotton 5%; butadiene/butyl rubber 4%; acrylonitrile 2%; acrylic 4%; wool 2%; urethane 4%,blue; transparent; red; black; other,<1.5 mm - 9.6 mm,0.45,um,fibers and other,,4200,GR_Gallatin_Gateway_1B|doi.org/10.1016/j.watres.2018.10.013.kml,27.98,24.1,24.4,2,139
